id_classe_equivalencia,k_frequencia,1.i.1_uf_onde_mora,2.i_tempo_de_experiencia_em_dados,2.j_tempo_de_experiencia_em_ti,1.l_nivel_de_ensino,1.m_área_de_formação,1.b_genero,2.b_setor,2.c_numero_de_funcionarios,2.f_cargo_atual,2.h_faixa_salarial
2053,1,MG,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Doutorado ou Phd,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Educação,de 1.001 a 3.000,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de R$ 12.001/mês a R$ 16.000/mês
2054,1,MG,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Outra Opção,Acima de 3.000,Analista de Negócios/Business Analyst,de R$ 4.001/mês a R$ 6.000/mês
2055,1,MG,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Masculino,Área de Consultoria,Acima de 3.000,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês
2056,1,MG,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Indústria,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês
2057,1,MG,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês
2058,1,MG,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Internet/Ecommerce,Acima de 3.000,Engenheiro de Machine Learning/ML Engineer/AI Engineer,de R$ 8.001/mês a R$ 12.000/mês
2059,1,MG,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 25.001/mês a R$ 30.000/mês
2060,1,MG,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
2061,1,MG,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
2062,1,MG,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Outra Opção,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês
2063,1,MG,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Área de Consultoria,de 101 a 500,Cientista de Dados/Data Scientist,de R$ 4.001/mês a R$ 6.000/mês
2064,1,MG,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Área de Consultoria,de 1.001 a 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 16.001/mês a R$ 20.000/mês
2065,1,MG,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Agronegócios,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
2066,1,MG,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Finanças ou Bancos,de 101 a 500,Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês
2067,1,MG,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Setor Público,de 101 a 500,Outra Opção,de R$ 8.001/mês a R$ 12.000/mês
2068,1,MG,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Masculino,Finanças ou Bancos,de 501 a 1.000,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês
2069,1,MG,de 5 a 6 anos,Mais de 10 anos,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Masculino,Setor Público,Acima de 3.000,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 4.001/mês a R$ 6.000/mês
2070,1,MG,de 5 a 6 anos,de 5 a 6 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Tecnologia/Fábrica de Software,de 1.001 a 3.000,Engenheiro de Machine Learning/ML Engineer/AI Engineer,de R$ 8.001/mês a R$ 12.000/mês
2071,1,MG,de 5 a 6 anos,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Finanças ou Bancos,de 101 a 500,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês
2072,1,MG,de 7 a 10 anos,de 1 a 2 anos,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Indústria,de 501 a 1.000,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 8.001/mês a R$ 12.000/mês
2073,1,MG,de 7 a 10 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Tecnologia/Fábrica de Software,de 101 a 500,Analytics Engineer,de R$ 30.001/mês a R$ 40.000/mês
2074,1,MG,de 7 a 10 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Outra Opção,de 501 a 1.000,Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês
2075,1,MG,de 7 a 10 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,de 101 a 500,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
2076,1,MG,de 7 a 10 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Internet/Ecommerce,de 1.001 a 3.000,Analytics Engineer,de R$ 12.001/mês a R$ 16.000/mês
2077,1,MG,de 7 a 10 anos,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,de 101 a 500,Analytics Engineer,de R$ 8.001/mês a R$ 12.000/mês
2078,1,MG,de 7 a 10 anos,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 11 a 50,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 6.001/mês a R$ 8.000/mês
2079,1,MS,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 501 a 1.000,Analytics Engineer,de R$ 12.001/mês a R$ 16.000/mês
2080,1,MS,Mais de 10 anos,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Setor Automotivo,de 51 a 100,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 20.001/mês a R$ 25.000/mês
2081,1,MS,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Setor de Energia,de 11 a 50,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
2082,1,MS,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Química / Física,Masculino,Setor Público,de 51 a 100,Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês
2083,1,MG,de 7 a 10 anos,de 1 a 2 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Tecnologia/Fábrica de Software,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
2084,1,MS,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Área da Saúde,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
2085,1,RS,de 1 a 2 anos,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Área de Consultoria,de 11 a 50,Engenheiro de Machine Learning/ML Engineer/AI Engineer,de R$ 4.001/mês a R$ 6.000/mês
2086,1,MS,de 1 a 2 anos,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Tecnologia/Fábrica de Software,de 101 a 500,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 3.001/mês a R$ 4.000/mês
2087,1,MS,de 1 a 2 anos,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,Acima de 3.000,Analista de BI/BI Analyst,de R$ 3.001/mês a R$ 4.000/mês
2088,1,MS,de 1 a 2 anos,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Telecomunicação,de 501 a 1.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês
2089,1,MS,de 1 a 2 anos,de 1 a 2 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Setor Imobiliário/ Construção Civil,Acima de 3.000,Outra Opção,de R$ 6.001/mês a R$ 8.000/mês
2090,1,MS,de 1 a 2 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,Acima de 3.000,Analista de BI/BI Analyst,de R$ 3.001/mês a R$ 4.000/mês
2091,1,MS,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Tecnologia/Fábrica de Software,de 101 a 500,Analytics Engineer,de R$ 6.001/mês a R$ 8.000/mês
2092,1,MS,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outra opção,Masculino,Finanças ou Bancos,de 1.001 a 3.000,Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês
2093,1,MS,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Feminino,Outra Opção,de 11 a 50,Analista de Dados/Data Analyst,de R$ 2.001/mês a R$ 3.000/mês
2094,1,MS,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Tecnologia/Fábrica de Software,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês
2095,1,MS,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Área de Consultoria,Acima de 3.000,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês
2096,1,MS,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Setor Imobiliário/ Construção Civil,Acima de 3.000,Outras Engenharias (não inclui dev),de R$ 8.001/mês a R$ 12.000/mês
2097,1,MG,de 5 a 6 anos,de 5 a 6 anos,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Varejo,Acima de 3.000,Engenheiro de Machine Learning/ML Engineer/AI Engineer,de R$ 12.001/mês a R$ 16.000/mês
2098,1,MG,de 7 a 10 anos,de 1 a 2 anos,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Internet/Ecommerce,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 25.001/mês a R$ 30.000/mês
2099,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outra opção,Masculino,Outra Opção,de 101 a 500,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês
2100,1,MG,de 5 a 6 anos,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Educação,de 1.001 a 3.000,Analytics Engineer,de R$ 8.001/mês a R$ 12.000/mês
2101,1,MG,de 5 a 6 anos,de 7 a 10 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Área de Consultoria,de 51 a 100,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês
2102,1,MG,de 5 a 6 anos,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 30.001/mês a R$ 40.000/mês
2103,1,MG,de 5 a 6 anos,de 7 a 10 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Indústria,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês
2104,1,MG,de 7 a 10 anos,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
2105,1,MG,de 7 a 10 anos,Menos de 1 ano,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Telecomunicação,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês
2106,1,MG,de 7 a 10 anos,Menos de 1 ano,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês
2107,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Área de Consultoria,de 51 a 100,Analytics Engineer,de R$ 12.001/mês a R$ 16.000/mês
2108,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Marketing,de 501 a 1.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
2109,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 101 a 500,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
2110,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Área de Consultoria,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
2111,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Finanças ou Bancos,de 101 a 500,Analista de Negócios/Business Analyst,de R$ 12.001/mês a R$ 16.000/mês
2112,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Finanças ou Bancos,Acima de 3.000,Analytics Engineer,de R$ 25.001/mês a R$ 30.000/mês
2113,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Setor Imobiliário/ Construção Civil,de 1.001 a 3.000,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês
2114,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Setor Imobiliário/ Construção Civil,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
2115,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
2116,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Setor Público,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
2117,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Área de Consultoria,de 501 a 1.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 25.001/mês a R$ 30.000/mês
2118,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Varejo,Acima de 3.000,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês
2119,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Educação,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
2120,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Tecnologia/Fábrica de Software,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
2121,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Internet/Ecommerce,de 501 a 1.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
2122,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Setor Alimentício,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês
2123,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Masculino,Finanças ou Bancos,de 1.001 a 3.000,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
2124,1,MG,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Setor Automotivo,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
2125,1,MA,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Feminino,Internet/Ecommerce,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês
2126,1,MG,de 5 a 6 anos,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 101 a 500,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês
2127,1,MG,de 3 a 4 anos,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Setor Público,de 501 a 1.000,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 8.001/mês a R$ 12.000/mês
2128,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Outra Opção,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
2129,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Outra Opção,de 501 a 1.000,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
2130,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 2.001/mês a R$ 3.000/mês
2131,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Área de Consultoria,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
2132,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Área de Consultoria,de 501 a 1.000,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês
2133,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Masculino,Indústria,Acima de 3.000,Outra Opção,de R$ 8.001/mês a R$ 12.000/mês
2134,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Outra Opção,de 1.001 a 3.000,Engenheiro de Machine Learning/ML Engineer/AI Engineer,de R$ 8.001/mês a R$ 12.000/mês
2135,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Área de Consultoria,de 101 a 500,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
2136,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Feminino,Outra Opção,de 101 a 500,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
2137,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Masculino,Finanças ou Bancos,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês
2138,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outra opção,Feminino,Tecnologia/Fábrica de Software,de 1.001 a 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
2139,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Outra Opção,Acima de 3.000,Analista de Negócios/Business Analyst,de R$ 6.001/mês a R$ 8.000/mês
2140,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Feminino,Tecnologia/Fábrica de Software,Acima de 3.000,Analytics Engineer,de R$ 6.001/mês a R$ 8.000/mês
2141,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Feminino,Área de Consultoria,de 501 a 1.000,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês
2142,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Setor de Energia,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês
2143,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 20.001/mês a R$ 25.000/mês
2144,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Tecnologia/Fábrica de Software,de 101 a 500,Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês
2145,1,MG,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Área de Consultoria,de 101 a 500,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
