id_classe_equivalencia,k_frequencia,1.i.1_uf_onde_mora,2.i_tempo_de_experiencia_em_dados,2.j_tempo_de_experiencia_em_ti,1.l_nivel_de_ensino,1.m_área_de_formação,2.f_cargo_atual
149,1,RS,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analytics Engineer
150,1,RS,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)
151,1,RS,de 3 a 4 anos,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
152,1,RS,de 3 a 4 anos,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
153,1,RS,de 3 a 4 anos,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
154,1,RS,de 3 a 4 anos,de 1 a 2 anos,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analista de BI/BI Analyst
155,1,RS,de 3 a 4 anos,de 1 a 2 anos,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Cientista de Dados/Data Scientist
156,1,RS,de 3 a 4 anos,de 1 a 2 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst
157,1,RS,de 3 a 4 anos,de 1 a 2 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
158,1,RS,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Engenheiro de Machine Learning/ML Engineer/AI Engineer
159,1,RS,de 1 a 2 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst
160,1,SC,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Outra Opção
161,1,SC,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outra opção,Outra Opção
162,1,SC,de 5 a 6 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Suporte/Analista Técnico
163,1,SC,de 5 a 6 anos,de 3 a 4 anos,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Cientista de Dados/Data Scientist
164,1,SC,de 5 a 6 anos,de 3 a 4 anos,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Dados/Data Analyst
165,1,SC,de 5 a 6 anos,de 3 a 4 anos,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Analista de BI/BI Analyst
166,1,SC,de 5 a 6 anos,de 7 a 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst
167,1,SC,de 5 a 6 anos,de 7 a 10 anos,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Engenheiro de Dados/Data Engineer/Data Architect
168,1,SC,de 7 a 10 anos,Menos de 1 ano,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Suporte/Analista Técnico
169,1,SC,de 5 a 6 anos,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
170,1,SC,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst
171,1,SC,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Engenheiro de Dados/Data Engineer/Data Architect
172,1,SC,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Química / Física,Outras Engenharias (não inclui dev)
173,1,SC,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Arquiteto de Dados/Data Architect
174,1,SC,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Cientista de Dados/Data Scientist
175,1,SC,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Outras Engenharias (não inclui dev)
176,1,SC,de 7 a 10 anos,de 1 a 2 anos,Doutorado ou Phd,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Dados/Data Analyst
177,1,SC,de 7 a 10 anos,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outra Opção
178,1,SC,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Machine Learning/ML Engineer/AI Engineer
179,1,SC,de 7 a 10 anos,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
180,1,SC,de 5 a 6 anos,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
181,1,SC,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst
182,1,SC,de 3 a 4 anos,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
183,1,SC,de 3 a 4 anos,de 7 a 10 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
184,1,SC,de 3 a 4 anos,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst
185,1,SC,de 5 a 6 anos,Mais de 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
186,1,SC,de 5 a 6 anos,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
187,1,SC,de 5 a 6 anos,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
188,1,SC,de 5 a 6 anos,Mais de 10 anos,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Analista de BI/BI Analyst
189,1,SC,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Dados/Data Analyst
190,1,SC,de 5 a 6 anos,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
191,1,SC,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Negócios/Business Analyst
192,1,SC,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analytics Engineer
193,1,SC,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Engenheiro de Dados/Data Engineer/Data Architect
194,1,SC,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Cientista de Dados/Data Scientist
195,1,SC,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Dados/Data Analyst
196,1,SC,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Analytics Engineer
197,1,SC,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Analista de Dados/Data Analyst
198,1,SC,de 5 a 6 anos,Menos de 1 ano,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Cientista de Dados/Data Scientist
199,1,SC,de 3 a 4 anos,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
200,1,SC,de 7 a 10 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
201,1,SC,de 7 a 10 anos,de 3 a 4 anos,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Engenheiro de Machine Learning/ML Engineer/AI Engineer
202,1,SE,de 3 a 4 anos,de 3 a 4 anos,Doutorado ou Phd,Química / Física,Cientista de Dados/Data Scientist
203,1,SE,de 3 a 4 anos,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
204,1,SP,Mais de 10 anos,Mais de 10 anos,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
205,1,SP,Mais de 10 anos,Mais de 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
206,1,SP,Mais de 10 anos,Mais de 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Arquiteto de Dados/Data Architect
207,1,SP,Mais de 10 anos,Mais de 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Machine Learning/ML Engineer/AI Engineer
208,1,SP,Mais de 10 anos,Mais de 10 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Dados/Data Analyst
209,1,SE,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Machine Learning/ML Engineer/AI Engineer
210,1,SP,Mais de 10 anos,Mais de 10 anos,Graduação/Bacharelado,Outra opção,Outra Opção
211,1,SP,Mais de 10 anos,Mais de 10 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Machine Learning/ML Engineer/AI Engineer
212,1,SP,Mais de 10 anos,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Suporte/Analista Técnico
213,1,SP,Mais de 10 anos,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
214,1,SP,Mais de 10 anos,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outra Opção
215,1,SP,Mais de 10 anos,Mais de 10 anos,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analista de Dados/Data Analyst
216,1,SP,Mais de 10 anos,Mais de 10 anos,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Cientista de Dados/Data Scientist
217,1,SP,Mais de 10 anos,Menos de 1 ano,Graduação/Bacharelado,Outra opção,Engenheiro de Dados/Data Engineer/Data Architect
218,1,SP,Mais de 10 anos,Mais de 10 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
219,1,SC,de 7 a 10 anos,de 1 a 2 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Dados/Data Analyst
220,1,SE,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Engenheiro de Machine Learning/ML Engineer/AI Engineer
221,1,SE,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist
222,1,SC,de 7 a 10 anos,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst
223,1,SC,de 7 a 10 anos,de 5 a 6 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Machine Learning/ML Engineer/AI Engineer
224,1,SC,de 7 a 10 anos,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
225,1,SC,de 7 a 10 anos,de 5 a 6 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Engenheiro de Machine Learning/ML Engineer/AI Engineer
226,1,SC,de 7 a 10 anos,de 5 a 6 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Outras Engenharias (não inclui dev)
227,1,SC,de 7 a 10 anos,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Data Engineer/Data Architect
228,1,SE,Mais de 10 anos,Mais de 10 anos,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Professor/Pesquisador
229,1,SE,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)
230,1,SE,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)
